azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4
97.841,38.922,28.0,34.9,0.919,97.887,38.97,28.8,33.7,0.92,98.077,39.164,31.7,28.1,0.93,98.27,39.361,33.6,24.9,0.937,98.465,39.559,35.7,23.4,0.944
97.887,38.97,28.8,33.7,0.92,98.077,39.164,31.7,28.1,0.93,98.27,39.361,33.6,24.9,0.937,98.465,39.559,35.7,23.4,0.944,98.66,39.756,37.2,21.5,0.95
98.077,39.164,31.7,28.1,0.93,98.27,39.361,33.6,24.9,0.937,98.465,39.559,35.7,23.4,0.944,98.66,39.756,37.2,21.5,0.95,98.856,39.953,38.5,20.9,0.957
98.27,39.361,33.6,24.9,0.937,98.465,39.559,35.7,23.4,0.944,98.66,39.756,37.2,21.5,0.95,98.856,39.953,38.5,20.9,0.957,99.049,40.147,39.5,19.4,0.963
98.465,39.559,35.7,23.4,0.944,98.66,39.756,37.2,21.5,0.95,98.856,39.953,38.5,20.9,0.957,99.049,40.147,39.5,19.4,0.963,99.247,40.344,40.3,18.4,0.969
98.66,39.756,37.2,21.5,0.95,98.856,39.953,38.5,20.9,0.957,99.049,40.147,39.5,19.4,0.963,99.247,40.344,40.3,18.4,0.969,99.445,40.541,41.0,18.3,0.976
98.856,39.953,38.5,20.9,0.957,99.049,40.147,39.5,19.4,0.963,99.247,40.344,40.3,18.4,0.969,99.445,40.541,41.0,18.3,0.976,99.641,40.735,41.2,17.8,0.984
99.049,40.147,39.5,19.4,0.963,99.247,40.344,40.3,18.4,0.969,99.445,40.541,41.0,18.3,0.976,99.641,40.735,41.2,17.8,0.984,99.843,40.935,41.3,17.8,0.989
99.247,40.344,40.3,18.4,0.969,99.445,40.541,41.0,18.3,0.976,99.641,40.735,41.2,17.8,0.984,99.843,40.935,41.3,17.8,0.989,100.044,41.131,41.5,17.1,0.998
99.445,40.541,41.0,18.3,0.976,99.641,40.735,41.2,17.8,0.984,99.843,40.935,41.3,17.8,0.989,100.044,41.131,41.5,17.1,0.998,100.242,41.324,42.0,16.9,1.002
99.641,40.735,41.2,17.8,0.984,99.843,40.935,41.3,17.8,0.989,100.044,41.131,41.5,17.1,0.998,100.242,41.324,42.0,16.9,1.002,100.441,41.518,42.8,16.6,1.007
99.843,40.935,41.3,17.8,0.989,100.044,41.131,41.5,17.1,0.998,100.242,41.324,42.0,16.9,1.002,100.441,41.518,42.8,16.6,1.007,100.647,41.717,42.9,16.4,1.007
100.044,41.131,41.5,17.1,0.998,100.242,41.324,42.0,16.9,1.002,100.441,41.518,42.8,16.6,1.007,100.647,41.717,42.9,16.4,1.007,100.848,41.91,43.0,16.4,1.009
100.242,41.324,42.0,16.9,1.002,100.441,41.518,42.8,16.6,1.007,100.647,41.717,42.9,16.4,1.007,100.848,41.91,43.0,16.4,1.009,101.052,42.106,43.4,16.1,1.014
100.441,41.518,42.8,16.6,1.007,100.647,41.717,42.9,16.4,1.007,100.848,41.91,43.0,16.4,1.009,101.052,42.106,43.4,16.1,1.014,101.258,42.301,43.6,16.0,1.02
100.647,41.717,42.9,16.4,1.007,100.848,41.91,43.0,16.4,1.009,101.052,42.106,43.4,16.1,1.014,101.258,42.301,43.6,16.0,1.02,101.464,42.497,43.8,15.7,1.028
100.848,41.91,43.0,16.4,1.009,101.052,42.106,43.4,16.1,1.014,101.258,42.301,43.6,16.0,1.02,101.464,42.497,43.8,15.7,1.028,101.668,42.689,44.2,15.6,1.031
101.052,42.106,43.4,16.1,1.014,101.258,42.301,43.6,16.0,1.02,101.464,42.497,43.8,15.7,1.028,101.668,42.689,44.2,15.6,1.031,101.873,42.882,44.3,15.6,1.036
101.258,42.301,43.6,16.0,1.02,101.464,42.497,43.8,15.7,1.028,101.668,42.689,44.2,15.6,1.031,101.873,42.882,44.3,15.6,1.036,102.082,43.077,43.6,16.0,1.039
101.464,42.497,43.8,15.7,1.028,101.668,42.689,44.2,15.6,1.031,101.873,42.882,44.3,15.6,1.036,102.082,43.077,43.6,16.0,1.039,102.295,43.275,43.6,16.1,1.043
101.668,42.689,44.2,15.6,1.031,101.873,42.882,44.3,15.6,1.036,102.082,43.077,43.6,16.0,1.039,102.295,43.275,43.6,16.1,1.043,102.506,43.47,44.0,15.5,1.048
101.873,42.882,44.3,15.6,1.036,102.082,43.077,43.6,16.0,1.039,102.295,43.275,43.6,16.1,1.043,102.506,43.47,44.0,15.5,1.048,102.715,43.661,44.1,15.6,1.054
102.082,43.077,43.6,16.0,1.039,102.295,43.275,43.6,16.1,1.043,102.506,43.47,44.0,15.5,1.048,102.715,43.661,44.1,15.6,1.054,102.928,43.856,44.2,15.5,1.062
102.295,43.275,43.6,16.1,1.043,102.506,43.47,44.0,15.5,1.048,102.715,43.661,44.1,15.6,1.054,102.928,43.856,44.2,15.5,1.062,103.145,44.053,44.6,15.4,1.068
102.506,43.47,44.0,15.5,1.048,102.715,43.661,44.1,15.6,1.054,102.928,43.856,44.2,15.5,1.062,103.145,44.053,44.6,15.4,1.068,103.364,44.251,44.9,15.1,1.072
102.715,43.661,44.1,15.6,1.054,102.928,43.856,44.2,15.5,1.062,103.145,44.053,44.6,15.4,1.068,103.364,44.251,44.9,15.1,1.072,103.58,44.445,45.3,14.8,1.078
102.928,43.856,44.2,15.5,1.062,103.145,44.053,44.6,15.4,1.068,103.364,44.251,44.9,15.1,1.072,103.58,44.445,45.3,14.8,1.078,103.79,44.632,45.7,14.7,1.083
103.145,44.053,44.6,15.4,1.068,103.364,44.251,44.9,15.1,1.072,103.58,44.445,45.3,14.8,1.078,103.79,44.632,45.7,14.7,1.083,104.008,44.826,44.9,15.0,1.095
103.364,44.251,44.9,15.1,1.072,103.58,44.445,45.3,14.8,1.078,103.79,44.632,45.7,14.7,1.083,104.008,44.826,44.9,15.0,1.095,104.227,45.02,44.0,15.6,1.104
103.58,44.445,45.3,14.8,1.078,103.79,44.632,45.7,14.7,1.083,104.008,44.826,44.9,15.0,1.095,104.227,45.02,44.0,15.6,1.104,104.443,45.21,44.5,15.3,1.112
103.79,44.632,45.7,14.7,1.083,104.008,44.826,44.9,15.0,1.095,104.227,45.02,44.0,15.6,1.104,104.443,45.21,44.5,15.3,1.112,104.661,45.4,44.9,15.1,1.122
104.008,44.826,44.9,15.0,1.095,104.227,45.02,44.0,15.6,1.104,104.443,45.21,44.5,15.3,1.112,104.661,45.4,44.9,15.1,1.122,104.883,45.593,45.5,14.4,1.127
104.227,45.02,44.0,15.6,1.104,104.443,45.21,44.5,15.3,1.112,104.661,45.4,44.9,15.1,1.122,104.883,45.593,45.5,14.4,1.127,105.107,45.786,45.7,14.4,1.135
104.443,45.21,44.5,15.3,1.112,104.661,45.4,44.9,15.1,1.122,104.883,45.593,45.5,14.4,1.127,105.107,45.786,45.7,14.4,1.135,105.331,45.978,46.0,14.4,1.15
104.661,45.4,44.9,15.1,1.122,104.883,45.593,45.5,14.4,1.127,105.107,45.786,45.7,14.4,1.135,105.331,45.978,46.0,14.4,1.15,105.553,46.168,46.2,14.2,1.151
104.883,45.593,45.5,14.4,1.127,105.107,45.786,45.7,14.4,1.135,105.331,45.978,46.0,14.4,1.15,105.553,46.168,46.2,14.2,1.151,105.78,46.36,46.6,13.8,1.163
105.107,45.786,45.7,14.4,1.135,105.331,45.978,46.0,14.4,1.15,105.553,46.168,46.2,14.2,1.151,105.78,46.36,46.6,13.8,1.163,106.008,46.552,45.6,14.5,1.16
105.331,45.978,46.0,14.4,1.15,105.553,46.168,46.2,14.2,1.151,105.78,46.36,46.6,13.8,1.163,106.008,46.552,45.6,14.5,1.16,106.238,46.743,45.2,14.9,1.164
105.553,46.168,46.2,14.2,1.151,105.78,46.36,46.6,13.8,1.163,106.008,46.552,45.6,14.5,1.16,106.238,46.743,45.2,14.9,1.164,106.468,46.935,45.8,14.6,1.173
105.78,46.36,46.6,13.8,1.163,106.008,46.552,45.6,14.5,1.16,106.238,46.743,45.2,14.9,1.164,106.468,46.935,45.8,14.6,1.173,106.7,47.126,45.6,14.6,1.185
106.008,46.552,45.6,14.5,1.16,106.238,46.743,45.2,14.9,1.164,106.468,46.935,45.8,14.6,1.173,106.7,47.126,45.6,14.6,1.185,106.929,47.314,46.2,14.2,1.195
106.238,46.743,45.2,14.9,1.164,106.468,46.935,45.8,14.6,1.173,106.7,47.126,45.6,14.6,1.185,106.929,47.314,46.2,14.2,1.195,107.159,47.502,46.5,13.9,1.201
106.468,46.935,45.8,14.6,1.173,106.7,47.126,45.6,14.6,1.185,106.929,47.314,46.2,14.2,1.195,107.159,47.502,46.5,13.9,1.201,107.395,47.692,46.1,14.7,1.208
106.7,47.126,45.6,14.6,1.185,106.929,47.314,46.2,14.2,1.195,107.159,47.502,46.5,13.9,1.201,107.395,47.692,46.1,14.7,1.208,107.631,47.883,43.8,15.8,1.211
106.929,47.314,46.2,14.2,1.195,107.159,47.502,46.5,13.9,1.201,107.395,47.692,46.1,14.7,1.208,107.631,47.883,43.8,15.8,1.211,107.873,48.076,42.8,16.8,1.218
107.159,47.502,46.5,13.9,1.201,107.395,47.692,46.1,14.7,1.208,107.631,47.883,43.8,15.8,1.211,107.873,48.076,42.8,16.8,1.218,108.105,48.259,43.0,16.7,1.223
107.395,47.692,46.1,14.7,1.208,107.631,47.883,43.8,15.8,1.211,107.873,48.076,42.8,16.8,1.218,108.105,48.259,43.0,16.7,1.223,108.35,48.452,43.9,16.1,1.232
107.631,47.883,43.8,15.8,1.211,107.873,48.076,42.8,16.8,1.218,108.105,48.259,43.0,16.7,1.223,108.35,48.452,43.9,16.1,1.232,108.592,48.641,44.3,15.9,1.239
107.873,48.076,42.8,16.8,1.218,108.105,48.259,43.0,16.7,1.223,108.35,48.452,43.9,16.1,1.232,108.592,48.641,44.3,15.9,1.239,108.835,48.83,43.4,16.4,1.249
108.105,48.259,43.0,16.7,1.223,108.35,48.452,43.9,16.1,1.232,108.592,48.641,44.3,15.9,1.239,108.835,48.83,43.4,16.4,1.249,109.076,49.016,43.4,16.5,1.251
108.35,48.452,43.9,16.1,1.232,108.592,48.641,44.3,15.9,1.239,108.835,48.83,43.4,16.4,1.249,109.076,49.016,43.4,16.5,1.251,109.323,49.204,42.9,17.0,1.261
108.592,48.641,44.3,15.9,1.239,108.835,48.83,43.4,16.4,1.249,109.076,49.016,43.4,16.5,1.251,109.323,49.204,42.9,17.0,1.261,109.57,49.393,42.6,16.9,1.27
108.835,48.83,43.4,16.4,1.249,109.076,49.016,43.4,16.5,1.251,109.323,49.204,42.9,17.0,1.261,109.57,49.393,42.6,16.9,1.27,109.824,49.583,43.6,16.8,1.27
109.076,49.016,43.4,16.5,1.251,109.323,49.204,42.9,17.0,1.261,109.57,49.393,42.6,16.9,1.27,109.824,49.583,43.6,16.8,1.27,110.07,49.768,43.4,16.1,1.273
109.323,49.204,42.9,17.0,1.261,109.57,49.393,42.6,16.9,1.27,109.824,49.583,43.6,16.8,1.27,110.07,49.768,43.4,16.1,1.273,110.323,49.955,42.6,16.7,1.286
109.57,49.393,42.6,16.9,1.27,109.824,49.583,43.6,16.8,1.27,110.07,49.768,43.4,16.1,1.273,110.323,49.955,42.6,16.7,1.286,110.577,50.142,43.4,16.2,1.295
109.824,49.583,43.6,16.8,1.27,110.07,49.768,43.4,16.1,1.273,110.323,49.955,42.6,16.7,1.286,110.577,50.142,43.4,16.2,1.295,110.832,50.329,42.5,16.4,1.306
110.07,49.768,43.4,16.1,1.273,110.323,49.955,42.6,16.7,1.286,110.577,50.142,43.4,16.2,1.295,110.832,50.329,42.5,16.4,1.306,111.101,50.524,43.1,16.2,1.317
110.323,49.955,42.6,16.7,1.286,110.577,50.142,43.4,16.2,1.295,110.832,50.329,42.5,16.4,1.306,111.101,50.524,43.1,16.2,1.317,111.343,50.698,43.6,16.0,1.327
110.577,50.142,43.4,16.2,1.295,110.832,50.329,42.5,16.4,1.306,111.101,50.524,43.1,16.2,1.317,111.343,50.698,43.6,16.0,1.327,111.603,50.884,44.2,15.5,1.336
110.832,50.329,42.5,16.4,1.306,111.101,50.524,43.1,16.2,1.317,111.343,50.698,43.6,16.0,1.327,111.603,50.884,44.2,15.5,1.336,111.869,51.072,44.4,15.1,1.342
111.101,50.524,43.1,16.2,1.317,111.343,50.698,43.6,16.0,1.327,111.603,50.884,44.2,15.5,1.336,111.869,51.072,44.4,15.1,1.342,112.128,51.254,44.8,14.9,1.344
111.343,50.698,43.6,16.0,1.327,111.603,50.884,44.2,15.5,1.336,111.869,51.072,44.4,15.1,1.342,112.128,51.254,44.8,14.9,1.344,112.398,51.442,43.1,16.1,1.35
111.603,50.884,44.2,15.5,1.336,111.869,51.072,44.4,15.1,1.342,112.128,51.254,44.8,14.9,1.344,112.398,51.442,43.1,16.1,1.35,112.66,51.623,42.9,16.0,1.346
111.869,51.072,44.4,15.1,1.342,112.128,51.254,44.8,14.9,1.344,112.398,51.442,43.1,16.1,1.35,112.66,51.623,42.9,16.0,1.346,112.925,51.804,44.5,15.5,1.369
112.128,51.254,44.8,14.9,1.344,112.398,51.442,43.1,16.1,1.35,112.66,51.623,42.9,16.0,1.346,112.925,51.804,44.5,15.5,1.369,113.199,51.991,43.6,15.7,1.375
112.398,51.442,43.1,16.1,1.35,112.66,51.623,42.9,16.0,1.346,112.925,51.804,44.5,15.5,1.369,113.199,51.991,43.6,15.7,1.375,113.48,52.18,43.9,15.5,1.38
112.66,51.623,42.9,16.0,1.346,112.925,51.804,44.5,15.5,1.369,113.199,51.991,43.6,15.7,1.375,113.48,52.18,43.9,15.5,1.38,113.749,52.36,44.9,15.2,1.375
112.925,51.804,44.5,15.5,1.369,113.199,51.991,43.6,15.7,1.375,113.48,52.18,43.9,15.5,1.38,113.749,52.36,44.9,15.2,1.375,114.016,52.537,46.2,14.4,1.381
113.199,51.991,43.6,15.7,1.375,113.48,52.18,43.9,15.5,1.38,113.749,52.36,44.9,15.2,1.375,114.016,52.537,46.2,14.4,1.381,114.294,52.719,47.1,13.8,1.399
113.48,52.18,43.9,15.5,1.38,113.749,52.36,44.9,15.2,1.375,114.016,52.537,46.2,14.4,1.381,114.294,52.719,47.1,13.8,1.399,114.573,52.9,47.7,13.6,1.399
113.749,52.36,44.9,15.2,1.375,114.016,52.537,46.2,14.4,1.381,114.294,52.719,47.1,13.8,1.399,114.573,52.9,47.7,13.6,1.399,114.85,53.079,47.1,13.4,1.414
114.016,52.537,46.2,14.4,1.381,114.294,52.719,47.1,13.8,1.399,114.573,52.9,47.7,13.6,1.399,114.85,53.079,47.1,13.4,1.414,115.133,53.26,47.8,13.3,1.426
114.294,52.719,47.1,13.8,1.399,114.573,52.9,47.7,13.6,1.399,114.85,53.079,47.1,13.4,1.414,115.133,53.26,47.8,13.3,1.426,115.418,53.44,47.1,13.3,1.44
114.573,52.9,47.7,13.6,1.399,114.85,53.079,47.1,13.4,1.414,115.133,53.26,47.8,13.3,1.426,115.418,53.44,47.1,13.3,1.44,115.714,53.626,45.6,14.2,1.45
114.85,53.079,47.1,13.4,1.414,115.133,53.26,47.8,13.3,1.426,115.418,53.44,47.1,13.3,1.44,115.714,53.626,45.6,14.2,1.45,115.99,53.797,45.5,14.7,1.457
115.133,53.26,47.8,13.3,1.426,115.418,53.44,47.1,13.3,1.44,115.714,53.626,45.6,14.2,1.45,115.99,53.797,45.5,14.7,1.457,116.285,53.979,45.6,14.4,1.459
115.418,53.44,47.1,13.3,1.44,115.714,53.626,45.6,14.2,1.45,115.99,53.797,45.5,14.7,1.457,116.285,53.979,45.6,14.4,1.459,116.579,54.157,46.0,14.1,1.464
115.714,53.626,45.6,14.2,1.45,115.99,53.797,45.5,14.7,1.457,116.285,53.979,45.6,14.4,1.459,116.579,54.157,46.0,14.1,1.464,116.874,54.336,47.2,13.7,1.469
115.99,53.797,45.5,14.7,1.457,116.285,53.979,45.6,14.4,1.459,116.579,54.157,46.0,14.1,1.464,116.874,54.336,47.2,13.7,1.469,117.166,54.511,47.3,13.1,1.481
116.285,53.979,45.6,14.4,1.459,116.579,54.157,46.0,14.1,1.464,116.874,54.336,47.2,13.7,1.469,117.166,54.511,47.3,13.1,1.481,117.466,54.688,46.0,13.8,1.475
116.579,54.157,46.0,14.1,1.464,116.874,54.336,47.2,13.7,1.469,117.166,54.511,47.3,13.1,1.481,117.466,54.688,46.0,13.8,1.475,117.767,54.865,45.9,13.8,1.488
116.874,54.336,47.2,13.7,1.469,117.166,54.511,47.3,13.1,1.481,117.466,54.688,46.0,13.8,1.475,117.767,54.865,45.9,13.8,1.488,118.071,55.041,45.9,13.6,1.491
117.166,54.511,47.3,13.1,1.481,117.466,54.688,46.0,13.8,1.475,117.767,54.865,45.9,13.8,1.488,118.071,55.041,45.9,13.6,1.491,118.377,55.217,44.2,14.2,1.503
117.466,54.688,46.0,13.8,1.475,117.767,54.865,45.9,13.8,1.488,118.071,55.041,45.9,13.6,1.491,118.377,55.217,44.2,14.2,1.503,118.686,55.392,44.1,14.5,1.514
117.767,54.865,45.9,13.8,1.488,118.071,55.041,45.9,13.6,1.491,118.377,55.217,44.2,14.2,1.503,118.686,55.392,44.1,14.5,1.514,118.996,55.567,43.9,14.4,1.515
118.071,55.041,45.9,13.6,1.491,118.377,55.217,44.2,14.2,1.503,118.686,55.392,44.1,14.5,1.514,118.996,55.567,43.9,14.4,1.515,119.309,55.741,43.7,14.8,1.523
118.377,55.217,44.2,14.2,1.503,118.686,55.392,44.1,14.5,1.514,118.996,55.567,43.9,14.4,1.515,119.309,55.741,43.7,14.8,1.523,119.629,55.918,45.7,12.9,1.525
118.686,55.392,44.1,14.5,1.514,118.996,55.567,43.9,14.4,1.515,119.309,55.741,43.7,14.8,1.523,119.629,55.918,45.7,12.9,1.525,119.952,56.094,46.0,13.4,1.526
118.996,55.567,43.9,14.4,1.515,119.309,55.741,43.7,14.8,1.523,119.629,55.918,45.7,12.9,1.525,119.952,56.094,46.0,13.4,1.526,120.257,56.258,46.9,13.1,1.535
119.309,55.741,43.7,14.8,1.523,119.629,55.918,45.7,12.9,1.525,119.952,56.094,46.0,13.4,1.526,120.257,56.258,46.9,13.1,1.535,120.914,56.607,47.6,11.8,1.543
119.629,55.918,45.7,12.9,1.525,119.952,56.094,46.0,13.4,1.526,120.257,56.258,46.9,13.1,1.535,120.914,56.607,47.6,11.8,1.543,121.231,56.772,47.3,12.5,1.548
119.952,56.094,46.0,13.4,1.526,120.257,56.258,46.9,13.1,1.535,120.914,56.607,47.6,11.8,1.543,121.231,56.772,47.3,12.5,1.548,121.556,56.94,48.5,11.9,1.558
120.257,56.258,46.9,13.1,1.535,120.914,56.607,47.6,11.8,1.543,121.231,56.772,47.3,12.5,1.548,121.556,56.94,48.5,11.9,1.558,121.888,57.11,49.6,11.3,1.569
120.914,56.607,47.6,11.8,1.543,121.231,56.772,47.3,12.5,1.548,121.556,56.94,48.5,11.9,1.558,121.888,57.11,49.6,11.3,1.569,122.228,57.282,50.1,11.0,1.582
121.231,56.772,47.3,12.5,1.548,121.556,56.94,48.5,11.9,1.558,121.888,57.11,49.6,11.3,1.569,122.228,57.282,50.1,11.0,1.582,122.566,57.45,50.5,10.7,1.586
121.556,56.94,48.5,11.9,1.558,121.888,57.11,49.6,11.3,1.569,122.228,57.282,50.1,11.0,1.582,122.566,57.45,50.5,10.7,1.586,122.901,57.615,51.2,10.3,1.595
121.888,57.11,49.6,11.3,1.569,122.228,57.282,50.1,11.0,1.582,122.566,57.45,50.5,10.7,1.586,122.901,57.615,51.2,10.3,1.595,123.244,57.782,48.8,11.2,1.599
122.228,57.282,50.1,11.0,1.582,122.566,57.45,50.5,10.7,1.586,122.901,57.615,51.2,10.3,1.595,123.244,57.782,48.8,11.2,1.599,123.584,57.946,48.2,11.3,1.601
122.566,57.45,50.5,10.7,1.586,122.901,57.615,51.2,10.3,1.595,123.244,57.782,48.8,11.2,1.599,123.584,57.946,48.2,11.3,1.601,123.932,58.112,48.4,11.4,1.601
122.901,57.615,51.2,10.3,1.595,123.244,57.782,48.8,11.2,1.599,123.584,57.946,48.2,11.3,1.601,123.932,58.112,48.4,11.4,1.601,124.283,58.277,49.3,10.8,1.603
123.244,57.782,48.8,11.2,1.599,123.584,57.946,48.2,11.3,1.601,123.932,58.112,48.4,11.4,1.601,124.283,58.277,49.3,10.8,1.603,124.643,58.445,49.6,11.5,1.609
123.584,57.946,48.2,11.3,1.601,123.932,58.112,48.4,11.4,1.601,124.283,58.277,49.3,10.8,1.603,124.643,58.445,49.6,11.5,1.609,124.994,58.606,49.1,10.8,1.618
123.932,58.112,48.4,11.4,1.601,124.283,58.277,49.3,10.8,1.603,124.643,58.445,49.6,11.5,1.609,124.994,58.606,49.1,10.8,1.618,125.353,58.769,46.6,11.9,1.62
124.283,58.277,49.3,10.8,1.603,124.643,58.445,49.6,11.5,1.609,124.994,58.606,49.1,10.8,1.618,125.353,58.769,46.6,11.9,1.62,126.081,59.093,46.4,11.9,1.627
124.643,58.445,49.6,11.5,1.609,124.994,58.606,49.1,10.8,1.618,125.353,58.769,46.6,11.9,1.62,126.081,59.093,46.4,11.9,1.627,126.444,59.251,46.1,12.6,1.629
124.994,58.606,49.1,10.8,1.618,125.353,58.769,46.6,11.9,1.62,126.081,59.093,46.4,11.9,1.627,126.444,59.251,46.1,12.6,1.629,126.827,59.416,47.8,11.9,1.632
125.353,58.769,46.6,11.9,1.62,126.081,59.093,46.4,11.9,1.627,126.444,59.251,46.1,12.6,1.629,126.827,59.416,47.8,11.9,1.632,127.196,59.573,47.6,11.9,1.633
126.081,59.093,46.4,11.9,1.627,126.444,59.251,46.1,12.6,1.629,126.827,59.416,47.8,11.9,1.632,127.196,59.573,47.6,11.9,1.633,127.574,59.732,47.3,12.2,1.638
126.444,59.251,46.1,12.6,1.629,126.827,59.416,47.8,11.9,1.632,127.196,59.573,47.6,11.9,1.633,127.574,59.732,47.3,12.2,1.638,127.954,59.89,46.7,12.2,1.64
126.827,59.416,47.8,11.9,1.632,127.196,59.573,47.6,11.9,1.633,127.574,59.732,47.3,12.2,1.638,127.954,59.89,46.7,12.2,1.64,128.338,60.046,47.5,12.0,1.647
127.196,59.573,47.6,11.9,1.633,127.574,59.732,47.3,12.2,1.638,127.954,59.89,46.7,12.2,1.64,128.338,60.046,47.5,12.0,1.647,128.719,60.2,47.7,11.8,1.655
127.574,59.732,47.3,12.2,1.638,127.954,59.89,46.7,12.2,1.64,128.338,60.046,47.5,12.0,1.647,128.719,60.2,47.7,11.8,1.655,129.109,60.355,48.2,11.6,1.666
127.954,59.89,46.7,12.2,1.64,128.338,60.046,47.5,12.0,1.647,128.719,60.2,47.7,11.8,1.655,129.109,60.355,48.2,11.6,1.666,129.503,60.51,48.4,11.6,1.665
128.338,60.046,47.5,12.0,1.647,128.719,60.2,47.7,11.8,1.655,129.109,60.355,48.2,11.6,1.666,129.503,60.51,48.4,11.6,1.665,129.893,60.661,49.1,11.0,1.669
128.719,60.2,47.7,11.8,1.655,129.109,60.355,48.2,11.6,1.666,129.503,60.51,48.4,11.6,1.665,129.893,60.661,49.1,11.0,1.669,130.3,60.816,48.4,11.2,1.668
129.109,60.355,48.2,11.6,1.666,129.503,60.51,48.4,11.6,1.665,129.893,60.661,49.1,11.0,1.669,130.3,60.816,48.4,11.2,1.668,130.703,60.967,47.2,11.9,1.671
129.503,60.51,48.4,11.6,1.665,129.893,60.661,49.1,11.0,1.669,130.3,60.816,48.4,11.2,1.668,130.703,60.967,47.2,11.9,1.671,131.103,61.116,46.8,11.8,1.675
129.893,60.661,49.1,11.0,1.669,130.3,60.816,48.4,11.2,1.668,130.703,60.967,47.2,11.9,1.671,131.103,61.116,46.8,11.8,1.675,131.507,61.263,46.0,12.1,1.677
130.3,60.816,48.4,11.2,1.668,130.703,60.967,47.2,11.9,1.671,131.103,61.116,46.8,11.8,1.675,131.507,61.263,46.0,12.1,1.677,131.921,61.412,46.7,12.0,1.677
130.703,60.967,47.2,11.9,1.671,131.103,61.116,46.8,11.8,1.675,131.507,61.263,46.0,12.1,1.677,131.921,61.412,46.7,12.0,1.677,132.338,61.56,47.2,12.0,1.679
131.103,61.116,46.8,11.8,1.675,131.507,61.263,46.0,12.1,1.677,131.921,61.412,46.7,12.0,1.677,132.338,61.56,47.2,12.0,1.679,132.758,61.707,48.0,11.8,1.689
131.507,61.263,46.0,12.1,1.677,131.921,61.412,46.7,12.0,1.677,132.338,61.56,47.2,12.0,1.679,132.758,61.707,48.0,11.8,1.689,133.176,61.851,48.8,11.0,1.701
131.921,61.412,46.7,12.0,1.677,132.338,61.56,47.2,12.0,1.679,132.758,61.707,48.0,11.8,1.689,133.176,61.851,48.8,11.0,1.701,133.603,61.996,48.6,11.3,1.7
132.338,61.56,47.2,12.0,1.679,132.758,61.707,48.0,11.8,1.689,133.176,61.851,48.8,11.0,1.701,133.603,61.996,48.6,11.3,1.7,134.042,62.142,49.8,10.9,1.708
132.758,61.707,48.0,11.8,1.689,133.176,61.851,48.8,11.0,1.701,133.603,61.996,48.6,11.3,1.7,134.042,62.142,49.8,10.9,1.708,134.456,62.278,50.8,10.4,1.712
133.176,61.851,48.8,11.0,1.701,133.603,61.996,48.6,11.3,1.7,134.042,62.142,49.8,10.9,1.708,134.456,62.278,50.8,10.4,1.712,134.901,62.422,51.0,10.5,1.713
133.603,61.996,48.6,11.3,1.7,134.042,62.142,49.8,10.9,1.708,134.456,62.278,50.8,10.4,1.712,134.901,62.422,51.0,10.5,1.713,135.344,62.563,50.2,10.4,1.717
134.042,62.142,49.8,10.9,1.708,134.456,62.278,50.8,10.4,1.712,134.901,62.422,51.0,10.5,1.713,135.344,62.563,50.2,10.4,1.717,135.79,62.703,50.7,10.3,1.716
134.456,62.278,50.8,10.4,1.712,134.901,62.422,51.0,10.5,1.713,135.344,62.563,50.2,10.4,1.717,135.79,62.703,50.7,10.3,1.716,136.232,62.839,50.5,10.3,1.724
134.901,62.422,51.0,10.5,1.713,135.344,62.563,50.2,10.4,1.717,135.79,62.703,50.7,10.3,1.716,136.232,62.839,50.5,10.3,1.724,136.686,62.977,49.7,10.5,1.728
135.344,62.563,50.2,10.4,1.717,135.79,62.703,50.7,10.3,1.716,136.232,62.839,50.5,10.3,1.724,136.686,62.977,49.7,10.5,1.728,137.143,63.113,48.7,11.4,1.725
135.79,62.703,50.7,10.3,1.716,136.232,62.839,50.5,10.3,1.724,136.686,62.977,49.7,10.5,1.728,137.143,63.113,48.7,11.4,1.725,137.604,63.248,50.0,11.1,1.732
136.232,62.839,50.5,10.3,1.724,136.686,62.977,49.7,10.5,1.728,137.143,63.113,48.7,11.4,1.725,137.604,63.248,50.0,11.1,1.732,138.062,63.38,48.9,11.2,1.726
136.686,62.977,49.7,10.5,1.728,137.143,63.113,48.7,11.4,1.725,137.604,63.248,50.0,11.1,1.732,138.062,63.38,48.9,11.2,1.726,138.531,63.512,48.5,11.5,1.727
137.143,63.113,48.7,11.4,1.725,137.604,63.248,50.0,11.1,1.732,138.062,63.38,48.9,11.2,1.726,138.531,63.512,48.5,11.5,1.727,138.996,63.642,49.0,11.1,1.736
137.604,63.248,50.0,11.1,1.732,138.062,63.38,48.9,11.2,1.726,138.531,63.512,48.5,11.5,1.727,138.996,63.642,49.0,11.1,1.736,139.495,63.778,50.0,10.8,1.744
138.062,63.38,48.9,11.2,1.726,138.531,63.512,48.5,11.5,1.727,138.996,63.642,49.0,11.1,1.736,139.495,63.778,50.0,10.8,1.744,139.961,63.903,50.7,10.4,1.746
