azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6
167.284,69.644,45.1,12.8,1.816,167.981,69.686,46.0,12.8,1.804,168.68,69.726,46.3,12.4,1.801,169.382,69.764,46.5,12.2,1.803,170.086,69.8,45.2,12.8,1.8,170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79
167.981,69.686,46.0,12.8,1.804,168.68,69.726,46.3,12.4,1.801,169.382,69.764,46.5,12.2,1.803,170.086,69.8,45.2,12.8,1.8,170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785
168.68,69.726,46.3,12.4,1.801,169.382,69.764,46.5,12.2,1.803,170.086,69.8,45.2,12.8,1.8,170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783
169.382,69.764,46.5,12.2,1.803,170.086,69.8,45.2,12.8,1.8,170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781
170.086,69.8,45.2,12.8,1.8,170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78
170.781,69.832,41.0,15.9,1.795,171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781
171.489,69.863,44.1,13.8,1.79,172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815
172.187,69.891,45.8,12.9,1.785,172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842
172.899,69.916,46.0,12.3,1.783,173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821
173.612,69.94,46.3,12.0,1.781,174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795
174.326,69.961,47.8,11.6,1.78,175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797
175.042,69.979,47.7,11.6,1.781,175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795
175.747,69.995,47.4,11.3,1.815,176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792
176.465,70.008,47.3,11.1,1.842,177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786
177.184,70.019,46.5,11.7,1.821,177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783
177.891,70.027,43.3,14.2,1.795,178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784
178.611,70.033,41.9,13.7,1.797,179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786
179.342,70.037,41.2,14.7,1.795,180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794
180.051,70.038,41.5,14.8,1.792,180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8
180.782,70.036,45.2,12.1,1.786,181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804
181.479,70.032,45.6,11.6,1.783,182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808
182.199,70.026,45.9,11.5,1.784,182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799
182.906,70.017,46.0,11.9,1.786,183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786
183.625,70.005,47.1,11.4,1.794,184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787
184.342,69.991,47.5,11.2,1.8,185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776
185.059,69.975,42.1,13.7,1.804,185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766
185.774,69.956,42.9,13.8,1.808,186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77
186.489,69.934,43.1,14.0,1.799,187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763
187.19,69.911,45.2,12.8,1.786,187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762
187.901,69.884,47.0,11.6,1.787,188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77
188.599,69.856,46.3,11.7,1.776,189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773
189.307,69.825,47.2,11.7,1.766,190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768
190.012,69.791,48.2,11.3,1.77,190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773
190.716,69.755,45.0,12.4,1.763,191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761
191.406,69.717,40.2,15.9,1.762,192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758
192.104,69.676,46.2,12.1,1.77,192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752
192.8,69.633,46.1,11.8,1.773,193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753
193.483,69.588,47.7,11.5,1.768,194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747
194.173,69.54,47.9,11.3,1.773,194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742
194.872,69.489,47.0,11.9,1.761,195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737
195.546,69.438,47.5,11.5,1.758,196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734
196.227,69.383,47.6,11.5,1.752,196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738
196.895,69.327,42.2,14.7,1.753,197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735
197.57,69.268,44.9,12.8,1.747,198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735
198.241,69.206,40.0,15.8,1.742,198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73
198.898,69.143,45.0,13.1,1.737,199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726
199.562,69.077,47.7,11.8,1.734,200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723
200.223,69.009,48.7,11.3,1.738,200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716
200.88,68.939,45.1,12.5,1.735,201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71
201.522,68.868,47.7,11.7,1.735,202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698
202.171,68.793,47.8,11.4,1.73,202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687
202.816,68.717,47.7,11.6,1.726,203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689
203.456,68.638,42.9,13.7,1.723,204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693
204.082,68.559,41.7,14.5,1.716,204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693
204.715,68.476,45.6,12.3,1.71,205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682
205.343,68.392,47.5,11.3,1.698,205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682
205.956,68.307,46.4,12.0,1.687,206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682,209.596,67.749,39.0,16.1,1.673
206.576,68.218,47.8,11.3,1.689,207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682,209.596,67.749,39.0,16.1,1.673,210.178,67.651,40.3,15.6,1.674
207.191,68.128,48.4,11.1,1.693,207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682,209.596,67.749,39.0,16.1,1.673,210.178,67.651,40.3,15.6,1.674,210.766,67.549,41.2,14.8,1.674
207.801,68.035,41.4,14.7,1.693,208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682,209.596,67.749,39.0,16.1,1.673,210.178,67.651,40.3,15.6,1.674,210.766,67.549,41.2,14.8,1.674,211.349,67.446,44.6,12.8,1.674
208.397,67.943,42.0,14.8,1.682,209.008,67.845,41.4,14.8,1.682,209.596,67.749,39.0,16.1,1.673,210.178,67.651,40.3,15.6,1.674,210.766,67.549,41.2,14.8,1.674,211.349,67.446,44.6,12.8,1.674,211.928,67.341,41.3,14.5,1.671
